SalesOrderID,OnlineOrderFlag,SalesOrderNumber,PurchaseOrderNumber,CustomerID,SalesPersonID,TerritoryID,BillToAddressID,TaxAmt,Freight
46979,0,SO46979,PO13601184435,333,277,3,594,550.8,172.12
46980,0,SO46980,PO13572170679,366,280,3,1076,4868.93,1521.54
46986,0,SO46986,PO12383199580,97,275,2,763,697.16,217.86
46988,0,SO46988,PO12499171502,145,276,4,1001,7848.46,2452.64
46989,0,SO46989,PO12122190140,58,277,3,562,231.12,72.23
46990,0,SO46990,PO11919154763,280,279,1,840,91.21,28.5
46991,0,SO46991,PO11803111101,330,278,5,965,933.34,291.67
46992,0,SO46992,PO11745117547,276,276,4,1005,5628.59,1758.93
46993,0,SO46993,PO11658111433,317,274,2,779,4684.87,1464.02
46994,0,SO46994,PO11629171210,355,275,2,798,5314.63,1660.82
46995,0,SO46995,PO11542113352,203,278,5,914,838.51,262.04
46996,0,SO46996,PO11571149031,23,278,5,964,6171.82,1928.69
46999,0,SO46999,PO10788189891,185,275,3,806,233.62,73.01
47001,0,SO47001,PO10121150577,158,275,2,829,6825.55,2132.98
47002,0,SO47002,PO609116671,179,276,4,1070,110.32,34.48
47005,0,SO47005,PO754119110,227,281,1,903,126.03,39.38
47010,0,SO47010,PO1247165259,138,274,5,940,20.65,6.45
47011,0,SO47011,PO1769173090,325,275,2,814,1668.63,521.45
47016,0,SO47016,PO2320157867,197,276,4,1078,759.52,237.35
47018,0,SO47018,PO2523197473,152,280,4,1015,10487.96,3277.49
47020,0,SO47020,PO3074119112,76,277,3,585,85.81,26.82
47021,0,SO47021,PO3161191453,89,275,2,793,135.01,42.19
47022,0,SO47022,PO3045154101,282,277,3,566,45.1,14.09
47023,0,SO47023,PO3335171766,102,278,5,924,125.66,39.27
47024,0,SO47024,PO3654136382,164,277,4,607,4430.79,1384.62
47025,0,SO47025,PO3625180823,42,275,2,827,1671.15,522.23
47026,0,SO47026,PO3596190739,263,278,5,960,3953.05,1235.33
47027,0,SO47027,PO3480112515,87,277,4,608,10216.24,3192.57
47028,0,SO47028,PO3799132728,30,276,4,1040,3833.82,1198.07
47029,0,SO47029,PO3857162102,246,277,4,588,4.68,1.46
47030,0,SO47030,PO4205186664,73,275,3,789,244.55,76.42
47032,0,SO47032,PO4553172367,332,276,4,1041,530.62,165.82
47033,0,SO47033,PO4727113716,388,279,1,870,9068.2,2833.81
47034,0,SO47034,PO4843149248,51,280,4,1030,6619.97,2068.74
47035,0,SO47035,PO4698148803,327,276,4,1077,254.91,79.66
47036,0,SO47036,PO5046113427,177,281,1,897,240.6,75.19
47038,0,SO47038,PO5278183762,316,278,5,932,18.15,5.67
47039,0,SO47039,PO5684166879,266,276,4,1053,3166.75,989.61
47040,0,SO47040,PO5568168365,252,278,5,954,2143.56,669.86
47041,0,SO47041,PO5771188676,279,276,3,1002,8222.48,2569.52
47042,0,SO47042,PO5858114009,19,278,5,972,4542.37,1419.49
47043,0,SO47043,PO5742112586,72,279,1,890,20.65,6.45
47044,0,SO47044,PO5800198817,306,278,5,915,16.68,5.21
47045,0,SO47045,PO6438144434,31,277,4,593,6929.81,2165.56
47046,0,SO47046,PO6293157253,234,278,5,979,389.39,121.68
47048,0,SO47048,PO6351144877,378,277,4,587,45.1,14.09
47049,0,SO47049,PO6525111066,201,277,4,597,4480.2,1400.06
47050,0,SO47050,PO6670168837,163,275,2,802,662.53,207.04
47051,0,SO47051,PO7221131654,198,281,1,869,2.02,0.63
47052,0,SO47052,PO7424197138,228,275,2,824,5716.96,1786.55
47053,0,SO47053,PO7598127510,303,278,5,913,2599.01,812.19
47054,0,SO47054,PO7627150376,88,279,1,880,4132.35,1291.36
47055,0,SO47055,PO7453164163,292,275,2,766,4699.82,1468.7
47056,0,SO47056,PO7656118289,239,276,4,1056,5202.74,1625.86
47057,0,SO47057,PO7917141916,29,280,1,1054,1553.18,485.37
47058,0,SO47058,PO7714171239,178,278,5,963,213.88,66.84
47063,0,SO47063,PO8874125071,22,276,3,1046,236.06,73.77
47064,0,SO47064,PO9280139556,219,277,3,633,77.11,24.1
47065,0,SO47065,PO8845147622,272,276,3,1080,5395.05,1685.95
47066,0,SO47066,PO8816154123,256,281,1,857,5546.94,1733.42
47067,0,SO47067,PO9512118933,121,278,5,923,1763.62,551.13
47068,1,SO47068,NULL,1740,0,4,19110,195.47,61.08
47069,1,SO47069,NULL,2104,0,4,20085,80.04,25.01
47070,1,SO47070,NULL,2109,0,1,15200,80.04,25.01
47074,1,SO47074,NULL,7270,0,1,28259,163.93,51.23
47078,1,SO47078,NULL,1742,0,1,20306,174.52,54.54
47079,1,SO47079,NULL,1821,0,4,22934,174.52,54.54
47080,1,SO47080,NULL,7278,0,4,26701,163.93,51.23
47081,1,SO47081,NULL,2552,0,4,27232,62.64,19.57
47082,1,SO47082,NULL,2561,0,5,16560,62.64,19.57
47083,1,SO47083,NULL,2586,0,4,15487,62.64,19.57
47086,1,SO47086,NULL,1839,0,4,11792,174.52,54.54
47087,1,SO47087,NULL,1844,0,1,19609,174.52,54.54
47088,1,SO47088,NULL,1748,0,1,27893,195.47,61.08
47089,1,SO47089,NULL,2582,0,4,19334,62.64,19.57
47093,1,SO47093,NULL,1841,0,4,19201,195.47,61.08
47096,1,SO47096,NULL,7260,0,4,22604,165.71,51.79
47102,1,SO47102,NULL,1873,0,1,20467,195.47,61.08
47103,1,SO47103,NULL,1830,0,1,17130,195.47,61.08
47104,1,SO47104,NULL,1753,0,4,28816,174.52,54.54
47105,1,SO47105,NULL,1787,0,1,23943,174.52,54.54
47113,1,SO47113,NULL,2562,0,4,24865,62.64,19.57
47120,1,SO47120,NULL,2103,0,4,20809,80.04,25.01
47122,1,SO47122,NULL,1824,0,4,29110,174.52,54.54
47124,1,SO47124,NULL,1845,0,1,25922,174.52,54.54
47125,1,SO47125,NULL,1793,0,4,13683,174.52,54.54
47126,1,SO47126,NULL,1794,0,4,25103,174.52,54.54
47131,1,SO47131,NULL,1737,0,1,20593,174.52,54.54
47132,1,SO47132,NULL,1757,0,1,22046,174.52,54.54
47133,1,SO47133,NULL,1820,0,4,22681,174.52,54.54
47134,1,SO47134,NULL,7272,0,1,28763,165.71,51.79
47137,1,SO47137,NULL,1812,0,4,26018,174.52,54.54
47139,1,SO47139,NULL,1734,0,4,27319,174.52,54.54
47140,1,SO47140,NULL,7267,0,4,15159,165.71,51.79
47147,1,SO47147,NULL,1792,0,4,29312,174.52,54.54
47158,1,SO47158,NULL,7257,0,4,14365,163.93,51.23
47159,1,SO47159,NULL,7276,0,4,15090,163.93,51.23
47167,1,SO47167,NULL,1869,0,1,28131,174.52,54.54
47168,1,SO47168,NULL,1758,0,1,21373,174.52,54.54
47169,1,SO47169,NULL,7258,0,4,22969,165.71,51.79
47177,1,SO47177,NULL,2106,0,1,21237,80.04,25.01
47178,1,SO47178,NULL,2110,0,1,29423,80.04,25.01
47180,1,SO47180,NULL,1759,0,4,27542,195.47,61.08
47181,1,SO47181,NULL,1796,0,4,14420,195.47,61.08
47182,1,SO47182,NULL,7274,0,1,28922,165.71,51.79
47183,1,SO47183,NULL,2550,0,4,13570,62.64,19.57
47191,1,SO47191,NULL,1843,0,4,24474,174.52,54.54
47194,1,SO47194,NULL,1745,0,1,20429,174.52,54.54
47195,1,SO47195,NULL,1818,0,1,13869,174.52,54.54
47196,1,SO47196,NULL,7263,0,4,25212,163.93,51.23
47200,1,SO47200,NULL,1741,0,4,16080,174.52,54.54
47201,1,SO47201,NULL,7255,0,1,16790,165.71,51.79
47202,1,SO47202,NULL,7262,0,1,21810,165.71,51.79
47205,1,SO47205,NULL,7277,0,4,26607,165.71,51.79
47206,1,SO47206,NULL,2563,0,4,23654,62.64,19.57
47216,1,SO47216,NULL,7275,0,1,22655,163.93,51.23
47225,1,SO47225,NULL,1751,0,1,26878,174.52,54.54
47226,1,SO47226,NULL,1783,0,4,26026,195.47,61.08
47228,1,SO47228,NULL,1733,0,4,24921,174.52,54.54
47229,1,SO47229,NULL,7271,0,1,12341,163.93,51.23
47236,1,SO47236,NULL,2107,0,4,15141,80.04,25.01
47247,1,SO47247,NULL,1762,0,1,24312,174.52,54.54
47248,1,SO47248,NULL,1806,0,4,18381,174.52,54.54
47249,1,SO47249,NULL,1810,0,1,11615,174.52,54.54
47254,1,SO47254,NULL,2575,0,4,20773,62.64,19.57
47258,1,SO47258,NULL,1768,0,4,20666,174.52,54.54
47259,1,SO47259,NULL,1814,0,1,17588,174.52,54.54
47260,1,SO47260,NULL,1729,0,1,22844,174.52,54.54
47261,1,SO47261,NULL,7281,0,1,29447,163.93,51.23
47265,1,SO47265,NULL,1743,0,4,19579,174.52,54.54
47273,1,SO47273,NULL,1870,0,4,18670,195.47,61.08
47276,1,SO47276,NULL,2587,0,4,17284,62.64,19.57
47284,1,SO47284,NULL,1862,0,4,25107,195.47,61.08
47287,1,SO47287,NULL,1754,0,1,19358,174.52,54.54
47288,1,SO47288,NULL,1816,0,1,15896,174.52,54.54
47289,1,SO47289,NULL,7273,0,1,13058,163.93,51.23
47295,1,SO47295,NULL,2102,0,4,15136,80.04,25.01
47296,1,SO47296,NULL,2108,0,4,21350,80.04,25.01
47297,1,SO47297,NULL,1846,0,1,18233,174.52,54.54
47298,1,SO47298,NULL,1863,0,1,20161,174.52,54.54
47299,1,SO47299,NULL,1874,0,1,26478,195.47,61.08
47301,1,SO47301,NULL,7269,0,1,25273,163.93,51.23
47309,1,SO47309,NULL,1785,0,4,24263,174.52,54.54
47310,1,SO47310,NULL,7279,0,4,13359,165.71,51.79
47311,1,SO47311,NULL,2560,0,1,17835,62.64,19.57
47312,1,SO47312,NULL,2579,0,4,16368,62.64,19.57
47316,1,SO47316,NULL,1823,0,1,15374,195.47,61.08
47318,1,SO47318,NULL,1747,0,4,21004,174.52,54.54
47319,1,SO47319,NULL,1769,0,4,16436,195.47,61.08
47320,1,SO47320,NULL,1784,0,4,13822,174.52,54.54
47321,1,SO47321,NULL,1817,0,1,25262,174.52,54.54
47322,1,SO47322,NULL,2585,0,1,19393,62.64,19.57
47324,1,SO47324,NULL,1860,0,4,20115,174.52,54.54
47325,1,SO47325,NULL,1752,0,4,27414,174.52,54.54
47326,1,SO47326,NULL,1760,0,4,25672,174.52,54.54
47327,1,SO47327,NULL,1773,0,1,17219,174.52,54.54
47329,1,SO47329,NULL,1828,0,1,18424,174.52,54.54
47340,1,SO47340,NULL,1861,0,4,17813,195.47,61.08
47342,1,SO47342,NULL,7280,0,1,20678,163.93,51.23
47349,0,SO47349,PO20097150368,359,281,1,847,154.08,48.15
47350,0,SO47350,PO174170909,194,276,4,1035,552.82,172.75
47351,0,SO47351,PO20213129467,75,275,2,778,1068.55,333.92
47352,0,SO47352,PO19633111392,65,280,3,1012,3362.23,1050.7
47355,0,SO47355,PO19343125466,299,276,4,992,12556.65,3923.95
47360,0,SO47360,PO18125158675,141,280,4,1039,76.11,23.78
47363,0,SO47363,PO17226186632,20,277,4,619,21.14,6.61
47364,0,SO47364,PO16994146051,34,275,3,788,18.15,5.67
47367,0,SO47367,PO17139175308,382,279,1,902,2556.28,798.84
47368,0,SO47368,PO17487188099,149,279,1,906,645.22,201.63
47369,0,SO47369,PO16472118462,319,280,4,1027,13697.64,4280.51
47370,0,SO47370,PO15834166844,115,277,4,605,14.7,4.6
47371,0,SO47371,PO15979197985,386,276,4,1047,85.29,26.65
47372,0,SO47372,PO16124198007,309,276,4,1098,1117.49,349.22
47373,0,SO47373,PO16269116347,231,280,4,1094,165.24,51.64
47374,0,SO47374,PO16182131046,211,280,4,991,2768.87,865.27
47375,0,SO47375,PO15805168603,267,277,4,602,45.1,14.09
47378,0,SO47378,PO15341116216,391,277,3,595,3778.74,1180.86
47382,0,SO47382,PO14152199724,193,279,1,836,6.47,2.02
47384,0,SO47384,PO14268113342,110,277,3,606,4223.11,1319.72
47385,0,SO47385,PO14065116820,268,279,1,874,310.56,97.05
47386,0,SO47386,PO13717112244,264,280,4,1066,353.66,110.52
47387,0,SO47387,PO13543169662,137,280,1,1036,3875.05,1210.95
47392,0,SO47392,PO11977144876,157,278,5,984,32.01,10
47393,0,SO47393,PO11890161866,170,277,3,612,2.02,0.63
47394,0,SO47394,PO12354143510,261,275,3,775,3151.49,984.84
47395,0,SO47395,PO11455133549,143,275,2,762,14380.33,4493.85
47400,0,SO47400,PO10701186775,202,276,4,1011,9956.73,3111.48
47403,0,SO47403,PO841143108,50,279,1,861,5271.16,1647.24
47404,0,SO47404,PO261153700,383,277,4,630,470.05,146.89
47405,0,SO47405,PO348128434,235,276,4,1092,77.04,24.08
47406,0,SO47406,PO435113234,225,278,5,982,464.64,145.2
47407,0,SO47407,PO725182095,39,277,4,591,241.75,75.55
47408,0,SO47408,PO812144626,62,276,4,1016,120.93,37.79
47409,0,SO47409,PO1624119173,3,277,3,621,5942.3,1856.97
47414,0,SO47414,PO2407179130,253,278,5,933,66.24,20.7
47416,0,SO47416,PO2813155355,147,275,5,764,10029.89,3134.34
47417,0,SO47417,PO2697165938,287,276,4,1020,4774.87,1492.15
47418,0,SO47418,PO2610167562,180,277,4,613,7.9,2.47
47419,0,SO47419,PO3103122578,119,277,3,575,1247.07,389.71
47420,0,SO47420,PO3770139515,70,276,4,1014,48.49,15.15
47421,0,SO47421,PO3190135008,172,275,2,817,883.34,276.05
47422,0,SO47422,PO3915123127,296,277,4,574,6031.49,1884.84
47423,0,SO47423,PO3886127119,63,277,4,577,411.99,128.75
47424,0,SO47424,PO4089167750,133,278,5,948,1214.04,379.39
47425,0,SO47425,PO4002163465,312,276,4,1102,372.35,116.36
47426,0,SO47426,PO4147153085,254,276,3,1025,125.66,39.27
47427,0,SO47427,PO4640137176,226,280,4,1097,3318.93,1037.17
47428,0,SO47428,PO4437183290,302,277,3,563,261.25,81.64
47429,0,SO47429,PO4669176830,126,277,3,571,122.41,38.25
47430,0,SO47430,PO4408179341,67,275,2,769,45.1,14.09
47431,0,SO47431,PO4582126105,57,276,4,993,27.13,8.48
47432,0,SO47432,PO4756164192,123,275,2,768,688.54,215.17
47433,0,SO47433,PO4988141073,183,276,4,1067,7.9,2.47
47434,0,SO47434,PO5539145068,281,276,4,999,3576.12,1117.54
47435,0,SO47435,PO5597154214,144,277,4,567,4585.21,1432.88
47436,0,SO47436,PO5510133089,215,280,4,988,1657.65,518.02
47437,0,SO47437,PO5974115616,199,276,4,1043,21.14,6.61
47438,0,SO47438,PO6757114691,298,277,4,561,5464.77,1707.74
47439,0,SO47439,PO6786128920,100,277,4,559,5688.97,1777.8
47440,0,SO47440,PO7018185620,98,277,3,634,819.46,256.08
47441,0,SO47441,PO7569166535,53,280,4,1091,11080.92,3462.79
47442,0,SO47442,PO7395183872,274,279,1,891,23.77,7.43
47443,0,SO47443,PO7192110823,212,281,1,835,723.82,226.19
47444,0,SO47444,PO7946191257,35,276,1,1061,869.3,271.66
47446,0,SO47446,PO8352178578,229,275,2,823,37.44,11.7
47448,0,SO47448,PO8294198801,6,281,1,887,205.12,64.1
47449,0,SO47449,PO9048199215,310,278,5,983,1029.32,321.66
47450,0,SO47450,PO9483124566,304,275,2,760,6339.17,1980.99
47452,0,SO47452,PO8903162839,250,279,1,858,583.95,182.48
47453,0,SO47453,PO9019173488,4,275,2,818,223.9,69.97
47454,0,SO47454,PO9570119946,1,278,5,975,2630.28,821.96
47455,0,SO47455,PO9599169586,151,278,5,926,10871.87,3397.46
47456,0,SO47456,PO9715175233,347,277,4,614,4654.36,1454.49
47457,0,SO47457,PO9744168861,128,278,5,918,476.28,148.84
47458,0,SO47458,PO9686113121,168,276,4,1065,5364.62,1676.44
47459,0,SO47459,PO10063115282,81,275,3,797,617.22,192.88
47461,1,SO47461,NULL,7293,0,4,28373,165.71,51.79
47465,1,SO47465,NULL,2600,0,4,12455,62.64,19.57
47467,1,SO47467,NULL,1893,0,4,19242,174.52,54.54
47472,1,SO47472,NULL,1886,0,1,29434,174.52,54.54
47488,1,SO47488,NULL,1875,0,4,21200,174.52,54.54
47505,1,SO47505,NULL,7283,0,4,27355,165.71,51.79
47506,1,SO47506,NULL,7296,0,1,16999,165.71,51.79
47507,1,SO47507,NULL,2606,0,1,27479,62.64,19.57
47515,1,SO47515,NULL,7284,0,1,17008,165.71,51.79
47516,1,SO47516,NULL,7285,0,4,22404,163.93,51.23
47517,1,SO47517,NULL,2604,0,4,20465,62.64,19.57
47522,1,SO47522,NULL,2129,0,4,29694,80.04,25.01
47523,1,SO47523,NULL,1890,0,1,20469,174.52,54.54
47529,1,SO47529,NULL,1878,0,4,12377,174.52,54.54
47530,1,SO47530,NULL,2607,0,4,16674,62.64,19.57
47531,1,SO47531,NULL,2619,0,1,14950,62.64,19.57
47535,1,SO47535,NULL,2126,0,1,26193,80.04,25.01
47536,1,SO47536,NULL,2128,0,1,19677,80.04,25.01
47537,1,SO47537,NULL,1884,0,1,21282,174.52,54.54
47538,1,SO47538,NULL,1896,0,1,16735,174.52,54.54
47540,1,SO47540,NULL,7298,0,4,21908,163.93,51.23
47541,1,SO47541,NULL,2609,0,4,23437,62.64,19.57
47550,1,SO47550,NULL,2588,0,1,13288,62.64,19.57
47557,1,SO47557,NULL,1880,0,1,23085,174.52,54.54
47561,1,SO47561,NULL,2622,0,4,12886,62.64,19.57
47573,1,SO47573,NULL,1883,0,4,25510,195.47,61.08
47575,1,SO47575,NULL,7290,0,4,12594,163.93,51.23
47580,1,SO47580,NULL,2123,0,1,28836,80.04,25.01
47582,1,SO47582,NULL,1882,0,4,14683,174.52,54.54
47583,1,SO47583,NULL,1889,0,1,24229,174.52,54.54
47585,1,SO47585,NULL,2615,0,1,23223,62.64,19.57
47586,1,SO47586,NULL,2617,0,1,25895,62.64,19.57
47589,1,SO47589,NULL,2115,0,1,12033,80.04,25.01
47590,1,SO47590,NULL,7287,0,1,21726,165.71,51.79
47591,1,SO47591,NULL,7288,0,4,22541,163.93,51.23
47598,1,SO47598,NULL,7282,0,4,14784,163.93,51.23
47599,1,SO47599,NULL,7299,0,4,14263,163.93,51.23
47607,1,SO47607,NULL,2124,0,4,29083,80.04,25.01
47608,1,SO47608,NULL,7294,0,1,15668,165.71,51.79
47609,1,SO47609,NULL,2605,0,4,27399,62.64,19.57
47613,1,SO47613,NULL,2116,0,4,12473,80.04,25.01
47614,1,SO47614,NULL,2599,0,4,20790,62.64,19.57
47615,1,SO47615,NULL,2623,0,4,28300,62.64,19.57
47621,1,SO47621,NULL,2120,0,4,26241,80.04,25.01
47630,1,SO47630,NULL,7286,0,1,24460,165.71,51.79
47631,1,SO47631,NULL,7297,0,1,27681,165.71,51.79
47637,1,SO47637,NULL,1894,0,4,29132,174.52,54.54
47638,1,SO47638,NULL,7292,0,4,27609,163.93,51.23
47639,1,SO47639,NULL,2616,0,4,13245,62.64,19.57
47640,1,SO47640,NULL,7291,0,1,19616,165.71,51.79
47658,0,SO47658,PO551177057,190,277,4,560,9571.03,2990.95
47659,0,SO47659,PO19314173599,343,277,3,627,480.1,150.03
47660,0,SO47660,PO18850184067,124,278,5,921,45.1,14.09
47661,0,SO47661,PO18009114683,55,276,4,1073,45.1,14.09
47664,0,SO47664,PO17197195500,360,275,2,767,3986.64,1245.82
47665,0,SO47665,PO16443143341,80,281,1,877,3.23,1.01
47666,0,SO47666,PO16588184420,66,281,1,849,7242.26,2263.21
47667,0,SO47667,PO15602134650,189,276,1,990,195.97,61.24
47671,0,SO47671,PO14094155244,247,274,1,860,3.23,1.01
47672,0,SO47672,PO13978133921,260,281,1,855,6.12,1.91
47674,0,SO47674,PO13949139803,307,275,3,825,741.6,231.75
47675,0,SO47675,PO13775136623,233,275,2,821,4595.23,1436.01
47676,0,SO47676,PO13659142296,83,274,4,1060,2837.3,886.66
47677,0,SO47677,PO13688179339,171,276,4,1068,3995.27,1248.52
47681,0,SO47681,PO12644124767,365,278,5,968,2761.25,862.89
47682,0,SO47682,PO12615189875,82,278,5,956,25.3,7.91
47683,0,SO47683,PO12412127983,223,277,3,631,7939.75,2481.17
47684,0,SO47684,PO11861190347,213,275,5,755,158.15,49.42
47685,0,SO47685,PO11484129630,108,275,2,820,4917.59,1536.75
47687,0,SO47687,PO10817185499,259,280,4,1021,4535.13,1417.23
47688,0,SO47688,PO10643134856,36,281,1,881,238.63,74.57
47689,0,SO47689,PO10730160354,5,280,4,1069,78.39,24.5
47691,0,SO47691,PO10005156366,345,278,5,981,3.23,1.01
47692,0,SO47692,PO10237186654,208,280,4,994,343.86,107.46
47693,0,SO47693,PO522165713,221,278,5,985,3174.69,992.09
47694,0,SO47694,PO899122764,136,281,1,865,7004.44,2188.89
47695,0,SO47695,PO1421122834,331,279,1,868,9.88,3.09
47697,0,SO47697,PO1479130990,222,274,1,1101,37.52,11.73
47698,0,SO47698,PO2552129685,11,279,1,889,7005.16,2189.11
47699,0,SO47699,PO2581192932,99,276,1,1105,592.97,185.3
47700,0,SO47700,PO2494132198,286,277,4,580,3371.94,1053.73
47701,0,SO47701,PO2929114832,131,281,1,875,613.6,191.75
47702,0,SO47702,PO3016138430,112,277,3,579,722,225.62
47703,0,SO47703,PO3741184156,28,278,5,952,589.51,184.22
47706,0,SO47706,PO3828168588,114,275,2,800,2877.86,899.33
47707,0,SO47707,PO4350132685,195,277,3,590,23.4,7.31
47710,0,SO47710,PO4959174634,85,275,2,783,18.15,5.67
47711,0,SO47711,PO5394123420,277,277,4,570,4.42,1.38
47712,0,SO47712,PO5626117491,107,277,4,578,9645.58,3014.24
47713,0,SO47713,PO5365171672,154,275,2,771,6.66,2.08
47714,0,SO47714,PO6235113773,37,275,3,801,367.5,114.84
47715,0,SO47715,PO6409117675,59,277,4,592,358.69,112.09
47716,0,SO47716,PO6467148836,385,275,3,826,4685.84,1464.33
47717,0,SO47717,PO6554118255,354,278,5,951,135.3,42.28
47718,0,SO47718,PO6699137967,77,275,2,780,8310.8,2597.12
47719,0,SO47719,PO7105121606,311,279,1,904,947.59,296.12
47720,0,SO47720,PO7859164121,315,280,4,1024,4146.65,1295.83
47722,0,SO47722,PO7888110792,244,276,1,1096,18.15,5.67
47724,0,SO47724,PO8787160870,196,276,3,1075,4650.67,1453.34
47725,0,SO47725,PO9831133395,146,278,5,917,4199.62,1312.38
47726,0,SO47726,PO9657190563,44,278,5,943,2736.59,855.18
47727,0,SO47727,PO9889125084,13,278,5,962,20.65,6.45
47728,0,SO47728,PO9947192869,237,278,5,977,125.66,39.27
47729,0,SO47729,PO9976143255,320,278,5,934,32.01,10
47730,0,SO47730,PO10092115748,379,274,2,782,2539.29,793.53
47732,1,SO47732,NULL,1899,0,4,18322,195.47,61.08
47733,1,SO47733,NULL,1907,0,4,27683,174.52,54.54
47734,1,SO47734,NULL,2627,0,4,19152,62.64,19.57
47740,1,SO47740,NULL,2630,0,4,28878,62.64,19.57
47741,1,SO47741,NULL,2635,0,4,22307,62.64,19.57
47748,1,SO47748,NULL,7355,0,1,14440,165.71,51.79
47754,1,SO47754,NULL,2137,0,4,11880,80.04,25.01
47760,1,SO47760,NULL,1926,0,4,12472,174.52,54.54
47762,1,SO47762,NULL,7302,0,1,22926,165.71,51.79
47765,1,SO47765,NULL,7315,0,1,17144,163.93,51.23
47766,1,SO47766,NULL,7301,0,4,16195,163.93,51.23
47773,1,SO47773,NULL,2637,0,4,21644,62.64,19.57
47774,1,SO47774,NULL,2638,0,4,13907,62.64,19.57
47780,1,SO47780,NULL,2138,0,4,14396,80.04,25.01
47789,1,SO47789,NULL,1900,0,4,12031,174.52,54.54
47806,1,SO47806,NULL,2640,0,1,25476,62.64,19.57
47813,1,SO47813,NULL,2136,0,1,19728,80.04,25.01
47814,1,SO47814,NULL,7310,0,4,12691,163.93,51.23
47818,1,SO47818,NULL,2648,0,1,21996,62.64,19.57
47832,1,SO47832,NULL,1922,0,1,16137,195.47,61.08
47838,1,SO47838,NULL,1903,0,1,19492,174.52,54.54
47841,1,SO47841,NULL,7359,0,4,22284,163.93,51.23
47842,1,SO47842,NULL,2631,0,4,19168,62.64,19.57
47843,1,SO47843,NULL,2632,0,4,15158,62.64,19.57
47848,1,SO47848,NULL,7300,0,4,13276,163.93,51.23
47849,1,SO47849,NULL,2634,0,4,16831,62.64,19.57
47850,1,SO47850,NULL,2642,0,1,27672,62.64,19.57
47851,1,SO47851,NULL,7303,0,1,17176,163.93,51.23
47852,1,SO47852,NULL,7314,0,4,22832,165.71,51.79
47853,1,SO47853,NULL,7357,0,1,27053,163.93,51.23
47854,1,SO47854,NULL,2633,0,4,21477,62.64,19.57
47860,1,SO47860,NULL,7311,0,1,29374,165.71,51.79
47863,1,SO47863,NULL,2643,0,1,15559,62.64,19.57
47874,1,SO47874,NULL,1908,0,1,19335,174.52,54.54
47882,1,SO47882,NULL,1910,0,4,13967,174.52,54.54
47883,1,SO47883,NULL,7352,0,4,26023,165.71,51.79
47894,1,SO47894,NULL,7316,0,4,11757,163.93,51.23
47895,1,SO47895,NULL,2639,0,4,18847,62.64,19.57
47915,1,SO47915,NULL,7321,0,4,20928,163.93,51.23
47922,1,SO47922,NULL,1913,0,1,17110,174.52,54.54
47923,1,SO47923,NULL,7356,0,4,18231,163.93,51.23
47934,1,SO47934,NULL,2139,0,4,16376,80.04,25.01
47947,1,SO47947,NULL,2140,0,4,21994,80.04,25.01
47948,1,SO47948,NULL,1897,0,1,20865,195.47,61.08
47949,1,SO47949,NULL,1921,0,4,11972,174.52,54.54
47950,1,SO47950,NULL,7354,0,4,22184,165.71,51.79
47957,1,SO47957,NULL,2134,0,4,16844,80.04,25.01
47958,1,SO47958,NULL,2641,0,4,19455,62.64,19.57
47962,0,SO47962,PO19923193438,297,275,3,756,3728.75,1165.23
47965,0,SO47965,PO19546111394,258,278,5,930,4772.02,1491.26
47968,0,SO47968,PO18734163852,372,275,5,803,26.27,8.21
47970,0,SO47970,PO18676198287,218,276,1,1104,6958.01,2174.38
47971,0,SO47971,PO18560164391,326,278,5,969,541.2,169.13
47972,0,SO47972,PO18647114504,336,276,4,1087,287.16,89.74
47975,0,SO47975,PO18386179371,21,275,2,816,4739.88,1481.21
47976,0,SO47976,PO18183173367,224,275,2,828,3851.86,1203.71
47982,0,SO47982,PO16907167068,314,282,1,856,6.66,2.08
47983,0,SO47983,PO16791113066,301,275,2,758,45.1,14.09
47984,0,SO47984,PO16762171139,245,276,4,1032,560.23,175.07
47985,0,SO47985,PO16878189259,294,276,1,1008,2.02,0.63
47986,0,SO47986,PO16414116972,318,281,1,859,8481.38,2650.43
47987,0,SO47987,PO16849126895,48,275,3,776,151.65,47.39
47989,0,SO47989,PO15921198782,79,280,4,1000,717.06,224.08
47990,0,SO47990,PO15689162700,390,277,4,596,9633.06,3010.33
47991,0,SO47991,PO15631116034,284,276,1,996,3395.74,1061.17
47992,0,SO47992,PO15573158216,346,282,1,886,4174.03,1304.38
47993,0,SO47993,PO15051142366,41,278,5,931,872.56,272.68
47994,0,SO47994,PO15196121630,377,276,4,1031,4548.48,1421.4
47995,0,SO47995,PO15254116423,132,275,3,795,1389.15,434.11
47996,0,SO47996,PO15370152849,352,277,3,601,3875.22,1211.01
47997,0,SO47997,PO14558139554,216,281,1,833,395.99,123.75
47998,0,SO47998,PO14529157781,60,282,1,864,1092.39,341.37
47999,0,SO47999,PO14500121568,384,276,1,1099,3298.27,1030.71
48001,0,SO48001,PO14442151969,295,282,1,846,3482.99,1088.44
48002,0,SO48002,PO14326161105,127,275,2,765,441.49,137.97
48003,0,SO48003,PO13601174514,333,277,3,594,20.99,6.56
48004,0,SO48004,PO13572118942,366,280,3,1076,4239.09,1324.72
48011,0,SO48011,PO12383131476,97,275,2,763,721.6,225.5
48012,0,SO48012,PO12499156458,145,276,4,1001,4912.13,1535.04
48013,0,SO48013,PO12122129065,58,277,3,562,197.18,61.62
